"Year","EventType","Actor1","Actor2","Country","Region","Location","ConflictLat","ConflictLong","StationID","YrMoDy","MaxTemp","StationName","StationLong","StationLat","TempCat"
2009,"Violence against civilians","Civilians (Guinea)","Military Forces of Guinea (2008-)","Guinea","Conakry","Conakry",9.5,-13.71,618320,20090929,87.8,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2009,"Violence against civilians","ULIMO: United Liberation Movement for Democracy (1991-1994)","Civilians (Guinea)","Guinea","Conakry","Conakry",9.5,-13.71,618320,20090929,87.8,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2009,"Riots","Protesters (Guinea)","Police Forces of Guinea (2008-)","Guinea","Conakry","Conakry",9.5,-13.71,618320,20091002,87.8,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2009,"Riots","Protesters (Guinea)","","Guinea","Conakry","Conakry",9.5,-13.71,618320,20091008,87.8,"CONAKRY/GBESSIA",-13.61,9.56,"M"
1998,"Battles","Military Forces of Guinea (1984-2008)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Nzerekore","Lola",7.8,-8.52,618490,19981219,88.19,"NZEREKORE",-8.3,7.75,"M"
1998,"Violence against civilians","Special Security Services Liberia (1997-2003)","Civilians (Liberia)","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,19981219,88.19,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","Military Forces of Guinea (1984-2008)","Liberia","Lofa County","Voinjama",8.42,-9.74,618490,20010312,88.19,"NZEREKORE",-8.3,7.75,"M"
2001,"Riots","UDP: United Democratic Party (Gambia)","APRC: Alliance for Patriotic Re-orientation and Construction (Gambia)","Gambia","Western","Brikama",13.26,-16.64,617010,20010917,88.19,"BANJUL/YUNDUM",-16.63,13.19,"M"
2001,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Zorzor",7.78,-9.43,618490,20011221,88.19,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20011221,88.19,"NZEREKORE",-8.3,7.75,"M"
2002,"Riots","Protesters (Gambia)","","Gambia","Western","Brufut",13.38,-16.75,617010,20020719,88.19,"BANJUL/YUNDUM",-16.63,13.19,"M"
2002,"Violence against civilians","Civilians (Gambia)","Unidentified Armed Group (Gambia)","Gambia","Western","Mandinari",13.37,-16.6,617010,20020719,88.19,"BANJUL/YUNDUM",-16.63,13.19,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bomi County","Bopolu",6.9,-10.76,618490,20021218,88.19,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bomi County","Bopolu",6.9,-10.76,618490,20021218,88.19,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Weasua",7.32,-10.51,618490,20021218,88.19,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Weasua",7.32,-10.51,618490,20021218,88.19,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Zorzor",7.78,-9.43,618490,20021218,88.19,"NZEREKORE",-8.3,7.75,"M"
2002,"Violence against civilians","Military Forces of Liberia (1997-2003)","Civilians (Liberia)","Liberia","Lofa County","Zorzor",7.78,-9.43,618490,20021218,88.19,"NZEREKORE",-8.3,7.75,"M"
2003,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Grand Gedeh","Gbeh",5.07,-7.55,655920,20030104,88.19,"TABOU",-7.36,4.41,"M"
2003,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Grand Gedeh","Gbeh",5.07,-7.55,655920,20030105,88.19,"TABOU",-7.36,4.41,"M"
2003,"Violence against civilians","LURD: Liberians for Reconciliation and Democracy","Civilians (Liberia)","Liberia","Bomi County","Brewersville",6.42,-10.78,618560,20030410,88.19,"LUNGI",-13.19,8.61,"M"
2003,"Battles","Unidentified Armed Group (Liberia)","Military Forces of Liberia (1997-2003)","Liberia","Nimba","Ganta",7.23,-8.98,618340,20030518,88.19,"KISSIDOUGOU",-10.13,9.41,"M"
2003,"Violence against civilians","MODEL: Movement for Democracy in Liberia","Civilians (Liberia)","Liberia","Sinoe","Bafu",5.17,-9.27,655920,20031101,88.19,"TABOU",-7.36,4.41,"M"
2005,"Riots","Protesters","","Liberia","Montserrado","Monrovia",6.3,-10.8,656600,20050922,88.19,"ROBERTS FIELD",-10.35,6.25,"M"
2007,"Riots","Police Forces of Guinea (1984-2008)","Protesters (Guinea)","Guinea","Conakry","Conakry",9.5,-13.71,618320,20070116,88.19,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2007,"Riots","Police Forces of Liberia (2005-)","Protesters (Liberia)","Liberia","Montserrado","Monrovia",6.3,-10.8,656600,20070917,88.19,"ROBERTS FIELD",-10.35,6.25,"M"
2009,"Battles","Presidential Guard (2008-)","Police Forces of Guinea (2008-)","Guinea","Conakry","Conakry",9.5,-13.71,618320,20091203,88.19,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2009,"Battles","Presidential Guard (2008-)","Police Forces of Guinea (2008-)","Guinea","Conakry","Conakry",9.5,-13.71,618320,20091203,88.19,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2000,"Battles","Military Forces of Guinea (1984-2008)","Unidentified Armed Group (Liberia)","Guinea","Nzerekore","Koyamah",7.9,-9.35,618490,20001219,88.3,"NZEREKORE",-8.3,7.75,"M"
2000,"Riots","Protesters","","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20001219,88.3,"NZEREKORE",-8.3,7.75,"M"
2004,"Violence against civilians","Unidentified Armed Group (Gambia)","Civilians (Gambia)","Gambia","Banjul","Banjul",13.45,-16.57,617010,20040413,88.3,"BANJUL/YUNDUM",-16.63,13.19,"M"
2005,"Riots","","Protesters (Guinea)","Guinea","Kindia","Telimele",10.89,-13.03,618090,20051125,88.3,"LABE",-12.3,11.31,"M"
2005,"Riots","Police Forces of Guinea (1984-2008)","Protesters (Guinea)","Guinea","Kindia","Telimele",10.89,-13.03,618090,20051125,88.3,"LABE",-12.3,11.31,"M"
2008,"Riots","Police Forces of Guinea (1984-2008)","Protesters (Guinea)","Guinea","Conakry","Conakry",9.5,-13.71,618320,20081103,88.3,"CONAKRY/GBESSIA",-13.61,9.56,"M"
1997,"Violence against civilians","Civilians (Gambia)","Police Forces of Gambia (1994-)","Gambia","Banjul","Banjul",13.45,-16.57,617010,19970606,88.5,"BANJUL/YUNDUM",-16.63,13.19,"M"
2002,"Violence against civilians","Civilians (Gambia)","Unidentified Armed Group (Senegal)","Gambia","Western","Brikama",13.26,-16.64,617010,20020121,88.5,"BANJUL/YUNDUM",-16.63,13.19,"M"
2004,"Violence against civilians","MODEL: Movement for Democracy in Liberia","Civilians (Liberia)","Liberia","River Cess County","Timbo",5.56,-9.72,655920,20040125,88.5,"TABOU",-7.36,4.41,"M"
1998,"Battles","Kamajor Militia (Sierra Leone)","Military Forces of Liberia (1989-2003)","Liberia","Lofa County","Tongola",8.43,-9.97,655480,19980405,88.69,"MAN",-7.51,7.38,"M"
1998,"Riots","Protesters (Guinea)","Police Forces of Guinea (1984-2008)","Guinea","Mamou","Mamou",10.38,-12.07,618200,19981220,88.69,"MAMOU",-12.08,10.36,"M"
1999,"Battles","Military Forces of Guinea (1984-2008)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Kindia","Pamalap",9.18,-12.97,618320,19990313,88.69,"CONAKRY/GBESSIA",-13.61,9.56,"M"
1999,"Violence against civilians","Civilians (Guinea)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Kindia","Pamalap",9.18,-12.97,618320,19990313,88.69,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Salayea",7.61,-9.49,618490,20010401,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Vahun",8.06,-10.5,618490,20010401,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20010401,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Voinjama",8.42,-9.74,618490,20010401,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Zorzor",7.77,-9.43,618490,20010401,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Zorzor",7.77,-9.43,618490,20010410,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20010410,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Voinjama",8.42,-9.74,618490,20010410,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Guinea (1984-2008)","Military Forces of Liberia (1997-2003)","Liberia","Yeala","Yeala",7.82,-9.4,618490,20010524,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Guinea (1984-2008)","Military Forces of Liberia (1997-2003)","Liberia","Yeala","Yeala",7.82,-9.4,618490,20010524,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Zorzor",7.78,-9.43,618490,20010524,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Gbapolu","Belleh Yalleh",7.37,-9.99,618490,20010524,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Riots","Protesters (Guinea)","","Guinea","Conakry","Conakry",9.5,-13.71,618320,20011204,88.69,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2001,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20011216,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20011216,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20011225,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20011225,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Voinjama",8.42,-9.74,618490,20011225,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20011226,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20011226,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20011226,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20011226,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20011226,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Voinjama",8.42,-9.74,618490,20011226,88.69,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Zorzor",7.77,-9.43,618490,20011226,88.69,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Nimba","Sawmill",7.55,-8.56,618490,20020130,88.69,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Bong","Gbarnga",7,-9.47,655480,20020517,88.69,"MAN",-7.51,7.38,"M"
2003,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Nimba","Ganta",7.23,-8.98,655600,20030417,88.69,"DALOA",-6.46,6.86,"M"
2003,"Battles","MODEL: Movement for Democracy in Liberia","Military Forces of Liberia (1997-2003)","Liberia","Sinoe","Greenville",5.01,-9.03,655920,20030502,88.69,"TABOU",-7.36,4.41,"M"
2003,"Battles","MODEL: Movement for Democracy in Liberia","Military Forces of Liberia (1997-2003)","Liberia","River Gee","Fish Town",5.25,-7.88,655920,20030514,88.69,"TABOU",-7.36,4.41,"M"
2003,"Battles","Military Forces of Liberia (1997-2003)","MODEL: Movement for Democracy in Liberia","Liberia","Maryland","Harper",4.37,-7.71,655920,20030514,88.69,"TABOU",-7.36,4.41,"M"
2003,"Battles","MODEL: Movement for Democracy in Liberia","Military Forces of Liberia (1997-2003)","Liberia","Maryland","Pleebo",4.59,-7.67,655920,20030519,88.69,"TABOU",-7.36,4.41,"M"
2003,"Battles","MODEL: Movement for Democracy in Liberia","Military Forces of Liberia (1997-2003)","Liberia","Maryland","Harper",4.38,-7.71,655920,20030519,88.69,"TABOU",-7.36,4.41,"M"
2006,"Violence against civilians","LURD: Liberians for Reconciliation and Democracy","Civilians (Liberia)","Liberia","Bong","Gbarnga",7,-9.47,656600,20060625,88.69,"ROBERTS FIELD",-10.35,6.25,"M"
2006,"Violence against civilians","Civilians (Senegal)","Unidentified Armed Group (Gambia)","Gambia","Banjul","Banjul",13.45,-16.57,616790,20061212,88.69,"KAOLACK",-16.06,14.13,"C"
2007,"Riots","Military Forces of Guinea (1984-2008)","Protesters (Guinea)","Guinea","Conakry","Conakry",9.5,-13.71,618320,20070207,88.69,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2007,"Riots","Military Forces of Guinea (1984-2008)","Protesters (Guinea)","Guinea","Conakry","Conakry",9.5,-13.71,618320,20070207,88.69,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2007,"Riots","","Protesters (Guinea)","Guinea","Conakry","Conakry",9.5,-13.71,618320,20070207,88.69,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2007,"Riots","Military Forces of Guinea (1984-2008)","Protesters (Guinea)","Guinea","Kindia","Kindia",10.06,-12.85,618320,20070207,88.69,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2007,"Violence against civilians","Police Forces of Guinea (1984-2008)","Civilians (Guinea)","Guinea","Kindia","Ratoma",9.58,-13.64,618320,20070207,88.69,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2007,"Riots","","Mutiny of Military Forces of Guinea (1984-2008)","Guinea","Mamou","Mamou",10.38,-12.08,618200,20070509,88.69,"MAMOU",-12.08,10.36,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Arthington",6.51,-10.68,618490,20020507,88.9,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Arthington",6.51,-10.68,618490,20020507,88.9,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bong","Gbarnga",7,-9.47,618490,20020507,88.9,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bong","Gbarnga",7,-9.47,618490,20020507,88.9,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bong","Gbarnga",7,-9.47,618490,20020507,88.9,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Arthington",6.51,-10.68,618490,20020507,88.9,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Arthington",6.51,-10.68,618490,20020507,88.9,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Arthington",6.51,-10.68,618490,20020507,88.9,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Arthington",6.51,-10.68,618490,20020507,88.9,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bong","Gbarnga",7,-9.47,618490,20020507,88.9,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bong","Gbarnga",7,-9.47,618490,20020507,88.9,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bong","Gbarnga",7,-9.47,618490,20020507,88.9,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Arthington",6.51,-10.68,618490,20020507,88.9,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Arthington",6.51,-10.68,618490,20020507,88.9,"NZEREKORE",-8.3,7.75,"M"
2002,"Riots","Protesters (Gambia)","","Gambia","Banjul","Banjul",13.45,-16.57,617010,20020731,88.9,"BANJUL/YUNDUM",-16.63,13.19,"M"
2003,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (2003-2005)","Liberia","Montserrado","Monrovia",6.3,-10.8,618560,20030331,88.9,"LUNGI",-13.19,8.61,"M"
2003,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Montserrado","Monrovia",6.3,-10.8,618560,20030331,88.9,"LUNGI",-13.19,8.61,"M"
2004,"Riots","Protesters","UNMIL: United Nations Mission in Liberia","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20040325,88.9,"NZEREKORE",-8.3,7.75,"M"
2007,"Riots","","Mutiny of Military Forces of Guinea (1984-2008)","Guinea","Nzerekore","Macenta",8.55,-9.47,618490,20070508,88.9,"NZEREKORE",-8.3,7.75,"M"
2001,"Riots","Protesters (Guinea)","Police Forces of Guinea (1984-2008)","Guinea","Labe","Koundara",12.47,-13.3,616990,20011201,89.09,"KEDOUGOU",-12.21,12.56,"C"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bong","Bong Mine",6.8,-10.35,618490,20020220,89.09,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bong","Bong Mine",6.8,-10.35,618490,20020220,89.09,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bong","Gbarnga",7,-9.47,655480,20020512,89.09,"MAN",-7.51,7.38,"M"
2003,"Battles","Military Forces of Liberia (1997-2003)","MODEL: Movement for Democracy in Liberia","Liberia","Sinoe","Greenville",5.01,-9.03,655920,20030413,89.09,"TABOU",-7.36,4.41,"M"
2003,"Battles","Military Forces of Liberia (1997-2003)","MODEL: Movement for Democracy in Liberia","Liberia","","Paynesberry II",5.91,-10.05,655920,20030413,89.09,"TABOU",-7.36,4.41,"M"
